word,so-pmi
分明,-10.129206725947613
没粥,-10.129206725947613
时点,-10.129206725947613
无数,-10.129206725947613
好生,-10.129206725947613
赚钱,-10.129206725947613
一倍,-10.129206725947613
一模一样,-10.129206725947613
信,-10.129206725947613
震惊,-10.129206725947613
标,-10.129206725947613
吞,-10.129206725947613
真无语,-10.129206725947613
回头客,-10.129206725947613
不送餐,-10.129206725947613
号码,-10.129206725947613
根本无法,-10.129206725947613
烦,-10.129206725947613
先来,-10.129206725947613
没影,-10.129206725947613
十元,-10.129206725947613
叫唤,-10.129206725947613
别来,-10.129206725947613
54,-10.129206725947613
老干妈,-10.129206725947613
泡水,-10.129206725947613
引起,-10.129206725947613
糊成,-10.129206725947613
不乐意,-10.129206725947613
承认,-10.129206725947613
退订,-10.129206725947613
大失所望,-10.129206725947613
淡而无味,-10.129206725947613
超少,-10.129206725947613
大半年,-10.129206725947613
好长,-10.129206725947613
困难,-10.129206725947613
这么久,-10.129206725947613
算了吧,-10.129206725947613
定价,-10.129206725947613
送价,-10.129206725947613
慢不说,-10.129206725947613
没信,-10.129206725947613
五,-10.129206725947613
鼻子,-10.129206725947613
眼神,-10.129206725947613
果仁,-10.129206725947613
缺德,-10.129206725947613
一套,-10.129206725947613
请客,-10.129206725947613
姜片,-10.129206725947613
这菜,-10.129206725947613
我该,-10.129206725947613
菜到,-10.129206725947613
咸得,-10.129206725947613
送货上门,-10.129206725947613
渠道,-10.129206725947613
洗净,-10.129206725947613
说法,-10.129206725947613
扯淡,-10.129206725947613
服务业,-10.129206725947613
无比,-10.129206725947613
语音,-10.129206725947613
感觉不好,-10.129206725947613
倒扣,-10.129206725947613
牛筋,-10.129206725947613
讲,-10.129206725947613
就行,-10.129206725947613
照,-10.129206725947613
车坏,-10.129206725947613
屏蔽,-10.129206725947613
听装,-10.129206725947613
叫餐,-10.129206725947613
完单,-10.129206725947613
大雨天,-10.129206725947613
五分之一,-10.129206725947613
溢出,-10.129206725947613
装个,-10.129206725947613
喝水,-10.129206725947613
差强人意,-10.129206725947613
清清楚楚,-10.129206725947613
智商,-10.129206725947613
水份,-10.129206725947613
发飙,-10.129206725947613
世纪,-10.129206725947613
银座,-10.129206725947613
这店,-10.129206725947613
头一回,-10.129206725947613
木须肉,-10.129206725947613
拿手,-10.129206725947613
谁家,-10.129206725947613
比差,-10.129206725947613
三厘米,-10.129206725947613
应有,-10.129206725947613
顶多,-10.129206725947613
86,-10.129206725947613
差多,-10.129206725947613
一碰,-10.129206725947613
豆沙,-10.129206725947613
芥,-10.129206725947613
蓝,-10.129206725947613
白白的,-10.129206725947613
咖喱鸡,-10.129206725947613
82,-10.129206725947613
心塞,-10.129206725947613
而已,-10.129206725947613
心烦,-10.129206725947613
脏兮兮,-10.129206725947613
面块,-10.129206725947613
遍,-10.129206725947613
糊嘴,-10.129206725947613
酸奶,-10.129206725947613
烧二冬,-10.129206725947613
忘送,-10.129206725947613
锅巴,-10.129206725947613
蕨,-10.129206725947613
股子,-10.129206725947613
用水,-10.129206725947613
点多订,-10.129206725947613
发霉,-10.129206725947613
定餐,-10.129206725947613
碧,-10.129206725947613
慢字,-10.129206725947613
49,-10.129206725947613
起价,-10.129206725947613
坐地,-10.129206725947613
点汤,-10.129206725947613
汤是,-10.129206725947613
责任,-10.129206725947613
万幸,-10.129206725947613
离店,-10.129206725947613
路远,-10.129206725947613
车费,-10.129206725947613
餐车,-10.129206725947613
黑白,-10.129206725947613
中辣,-10.129206725947613
太生,-10.129206725947613
这会,-10.129206725947613
葡萄汁,-10.129206725947613
腹泻,-10.129206725947613
鸡精,-10.129206725947613
一辣,-10.129206725947613
一麻,-10.129206725947613
呃,-10.129206725947613
地图,-10.129206725947613
多花,-10.129206725947613
脑子,-10.129206725947613
不放葱,-10.129206725947613
对此,-10.129206725947613
核实,-10.129206725947613
小姑娘,-10.129206725947613
放肉,-10.129206725947613
打算,-10.129206725947613
厨房,-10.129206725947613
发错,-10.129206725947613
三十多,-10.129206725947613
89,-10.129206725947613
畅通,-10.129206725947613
塑料纸,-10.129206725947613
差差评,-10.129206725947613
洒得,-10.129206725947613
我配,-10.129206725947613
鸭饼,-10.129206725947613
菜味,-10.129206725947613
四片,-10.129206725947613
武昌鱼,-10.129206725947613
中有,-10.129206725947613
江浙沪,-10.129206725947613
七八个,-10.129206725947613
餐后,-10.129206725947613
撒漏,-10.129206725947613
錯,-10.129206725947613
性质,-10.129206725947613
取货,-10.129206725947613
疑似,-10.129206725947613
大半杯,-10.129206725947613
热咖啡,-10.129206725947613
榛果,-10.129206725947613
75,-10.129206725947613
乐都,-10.129206725947613
玛奇朵,-10.129206725947613
星冰,-10.129206725947613
就让,-10.129206725947613
卡着,-10.129206725947613
耗费,-10.129206725947613
冰乐,-10.129206725947613
上传,-10.129206725947613
再有,-10.129206725947613
拿放,-10.129206725947613
要加,-10.129206725947613
先点,-10.129206725947613
加奶,-10.129206725947613
没补,-10.129206725947613
回话,-10.129206725947613
退掉,-10.129206725947613
结束,-10.129206725947613
差得,-10.129206725947613
好无语,-10.129206725947613
排饭,-10.129206725947613
泡饭,-10.129206725947613
胃里,-10.129206725947613
猪毛,-10.129206725947613
27,-10.129206725947613
二点,-10.129206725947613
黄包,-10.129206725947613
豆沙包,-10.129206725947613
300,-10.129206725947613
淡些,-10.129206725947613
医院,-10.129206725947613
店大,-10.129206725947613
三四个,-10.129206725947613
清点,-10.129206725947613
醉醉,-10.129206725947613
好几块,-10.129206725947613
时汤,-10.129206725947613
茄条,-10.129206725947613
小杯,-10.129206725947613
卸载,-10.129206725947613
两道,-10.129206725947613
馊味,-10.129206725947613
鸡头,-10.129206725947613
92,-10.129206725947613
没弄,-10.129206725947613
没得,-10.129206725947613
归,-10.129206725947613
掩盖,-10.129206725947613
瓜子皮,-10.129206725947613
描述,-10.129206725947613
蚊子,-10.129206725947613
边角料,-10.129206725947613
对外,-10.129206725947613
卖员,-10.129206725947613
没配,-10.129206725947613
爆牛堡,-10.129206725947613
透明,-10.129206725947613
皇堡,-10.129206725947613
未果,-10.129206725947613
糊在,-10.129206725947613
傻眼,-10.129206725947613
职业,-10.129206725947613
做到,-10.129206725947613
螺丝,-10.129206725947613
牙签,-10.129206725947613
侧,-10.129206725947613
金额,-10.129206725947613
一小包,-10.129206725947613
代替,-10.129206725947613
换餐,-10.129206725947613
水放多,-10.129206725947613
真糟糕,-10.129206725947613
73,-10.129206725947613
51,-10.129206725947613
麻,-10.129206725947613
一整,-10.129206725947613
那送,-10.129206725947613
你妹,-10.129206725947613
厚道,-10.129206725947613
没叫,-10.129206725947613
跟着,-10.129206725947613
菠萝包,-10.129206725947613
人才,-10.129206725947613
31,-10.129206725947613
酱牛肉,-10.129206725947613
买好,-10.129206725947613
纯净水,-10.129206725947613
粗心,-10.129206725947613
餐未,-10.129206725947613
打错字,-10.129206725947613
快递费,-10.129206725947613
一口袋,-10.129206725947613
双面,-10.129206725947613
沒,-10.129206725947613
店方,-10.129206725947613
赶往,-10.129206725947613
骑,-10.129206725947613
其,-10.129206725947613
到付,-10.129206725947613
一两次,-10.129206725947613
烧茄子,-10.129206725947613
全送,-10.129206725947613
简陋,-10.129206725947613
受到,-10.129206725947613
感受一下,-10.129206725947613
一串,-10.129206725947613
能别,-10.129206725947613
集体,-10.129206725947613
炒糊,-10.129206725947613
口子,-10.129206725947613
夏日,-10.129206725947613
且不说,-10.129206725947613
时饭,-10.129206725947613
啥意思,-10.129206725947613
送药,-10.129206725947613
鸡米花,-10.129206725947613
多油,-10.129206725947613
好腥,-10.129206725947613
应,-10.129206725947613
不正,-10.129206725947613
黏糊,-10.129206725947613
裙带菜,-10.129206725947613
关,-10.129206725947613
职业道德,-10.129206725947613
汤盒,-10.129206725947613
饭太硬,-10.129206725947613
煞笔,-10.129206725947613
时侯,-10.129206725947613
关于,-10.129206725947613
图上,-10.129206725947613
折扣,-10.129206725947613
费劲,-10.129206725947613
竹筒饭,-10.129206725947613
过桥米线,-10.129206725947613
然,-10.129206725947613
嘭,-10.129206725947613
餐来,-10.129206725947613
一用,-10.129206725947613
脖子,-10.129206725947613
飞红,-10.129206725947613
西安,-10.129206725947613
最低,-10.129206725947613
油撒,-10.129206725947613
时长,-10.129206725947613
搞不懂,-10.129206725947613
清洁球,-10.129206725947613
辣椒粉,-10.129206725947613
废墟,-10.129206725947613
办工,-10.129206725947613
没给,-10.129206725947613
不写,-10.129206725947613
先定,-10.129206725947613
太黑,-10.129206725947613
油泼面,-10.129206725947613
真不容易,-10.129206725947611
单时,-10.129206725947611
—,-10.129206725947611
少发,-10.129206725947611
大肠,-10.129206725947611
新年,-10.129206725947611
员取,-10.129206725947611
',-10.129206725947611
改改,-10.129206725947611
有點,-10.129206725947611
白粥,-10.129206725947611
光,-10.129206725947611
办公室,-10.129206725947611
挣钱,-10.129206725947611
一楼,-10.129206725947611
急急忙忙,-10.129206725947611
汗,-10.129206725947611
只花,-10.129206725947611
停,-10.129206725947611
高端,-10.129206725947611
巨大,-10.129206725947611
看起来,-10.129206725947611
本单,-10.129206725947611
免,-10.129206725947611
榴莲,-10.129206725947611
杏鲍菇,-10.129206725947611
超級,-10.129206725947611
倒胃口,-10.129206725947611
到底,-10.129206725947611
不差,-10.129206725947611
天冷,-10.129206725947611
日本,-10.129206725947611
单快,-10.129206725947611
超乎,-10.129206725947611
日后,-10.129206725947611
小雨,-10.129206725947611
比去,-10.129206725947611
偶尔,-10.129206725947611
哇,-10.129206725947611
桂圆,-10.129206725947611
饱满,-10.129206725947611
中国,-10.129206725947611
能否,-10.129206725947611
赚,-10.129206725947611
退款,-10.129206725947611
疙瘩汤,-10.129206725947611
小朋友,-10.129206725947611
以来,-10.129206725947611
以外,-10.129206725947611
农家,-10.129206725947611
不配,-10.129206725947611
蘸,-10.129206725947611
客户端,-10.129206725947611
家常菜,-10.129206725947611
大米,-10.129206725947611
现做,-10.129206725947611
一路,-10.129206725947611
世界,-10.129206725947611
沒有,-10.129206725947611
相隔,-10.129206725947611
搜,-10.129206725947611
放弃,-10.129206725947611
傻子,-10.129206725947611
最终,-10.129206725947611
从不,-10.129206725947611
若,-10.129206725947611
半拉,-10.129206725947611
肥腻,-10.129206725947611
从未,-10.129206725947611
无味,-10.129206725947611
04,-10.129206725947611
是从,-10.129206725947611
零星,-10.129206725947611
那家店,-10.129206725947611
皮太厚,-10.129206725947611
门卫,-10.129206725947611
不全,-10.129206725947611
店主,-10.129206725947611
五十分钟,-10.129206725947611
老远,-10.129206725947611
饿晕,-10.129206725947611
通话,-10.129206725947611
慢到,-10.129206725947611
当面,-10.129206725947611
想起,-10.129206725947611
二十多分钟,-10.129206725947611
能用,-10.129206725947611
厕所,-10.129206725947611
腐臭味,-10.129206725947611
客观,-10.129206725947611
汤凉,-10.129206725947611
理所应当,-10.129206725947611
赔,-10.129206725947611
先不说,-10.129206725947611
还长,-10.129206725947611
刺激,-10.129206725947611
登,-10.129206725947611
线,-10.129206725947611
句,-10.129206725947611
恨,-10.129206725947611
整,-10.129206725947611
减量,-10.129206725947611
摆,-10.129206725947611
96,-10.129206725947611
一位,-10.129206725947611
气到,-10.129206725947611
无果,-10.129206725947611
两块钱,-10.129206725947611
白搭,-10.129206725947611
胃病,-10.129206725947611
十次,-10.129206725947611
给出,-10.129206725947611
黑心,-10.129206725947611
夜宵,-10.129206725947611
或,-10.129206725947611
凑活,-10.129206725947611
头晕,-10.129206725947611
食堂,-10.129206725947611
对比,-10.129206725947611
放假,-10.129206725947611
蛙,-10.129206725947611
半生,-10.129206725947611
名气,-10.129206725947611
两条,-10.129206725947611
到餐,-10.129206725947611
铁丝,-10.129206725947611
前天,-10.129206725947611
羊排,-10.129206725947611
全聚德,-10.129206725947611
名誉,-10.129206725947611
好些,-10.129206725947611
证明,-10.129206725947611
多带,-10.129206725947611
娃娃,-10.129206725947611
骨,-10.129206725947611
数,-10.129206725947611
薯泥,-10.129206725947611
没敢,-10.129206725947611
蛋挞,-10.129206725947611
极,-10.129206725947611
俺,-10.129206725947611
两颗,-10.129206725947611
板,-10.129206725947611
卡布,-10.129206725947611
下楼去,-10.129206725947611
五六块,-10.129206725947611
计较,-10.129206725947611
着实,-10.129206725947611
巨难,-10.129206725947611
合作,-10.129206725947611
落下,-10.129206725947611
油豆皮,-10.129206725947611
鸭血,-10.129206725947611
标志,-10.129206725947611
一百多,-10.129206725947611
勾芡,-10.129206725947611
炒蛋,-10.129206725947611
酱菜,-10.129206725947611
十几个,-10.129206725947611
三十分钟,-10.129206725947611
不去,-10.129206725947611
多回,-10.129206725947611
无论如何,-10.129206725947611
理睬,-10.129206725947611
餐员到,-10.129206725947611
全化,-10.129206725947611
抹,-10.129206725947611
卖糖,-10.129206725947611
餐点,-10.129206725947611
饭钱,-10.129206725947611
极度,-10.129206725947611
厥,-10.129206725947611
拍下来,-10.129206725947611
少不说,-10.129206725947611
算不上,-10.129206725947611
餐是,-10.129206725947611
菜价,-10.129206725947611
诚心,-10.129206725947611
份饭,-10.129206725947611
塞牙缝,-10.129206725947611
薯,-10.129206725947611
七喜,-10.129206725947611
山寨,-10.129206725947611
面子,-10.129206725947611
工作日,-10.129206725947611
问送餐,-10.129206725947611
小米粥,-10.129206725947611
化成,-10.129206725947611
限制,-10.129206725947611
提价,-10.129206725947611
难看,-10.129206725947611
吸引,-10.129206725947611
瞎,-10.129206725947611
汤勺,-10.129206725947611
韩式,-10.129206725947611
蛏子,-10.129206725947611
口气,-10.129206725947611
词,-10.129206725947611
插,-10.129206725947611
分订,-10.129206725947611
瓜条,-10.129206725947611
所,-10.129206725947611
味觉,-10.129206725947611
节省成本,-10.129206725947611
接错,-10.129206725947611
秋葵,-10.129206725947611
多派,-10.129206725947611
错开,-10.129206725947611
走下坡路,-10.129206725947611
变成,-10.12920672594761
十分,-10.12920672594761
食材,-10.12920672594761
留言,-10.12920672594761
基本上,-10.12920672594761
爹,-10.12920672594761
理由,-10.12920672594761
生菜,-10.12920672594761
星冰乐,-10.12920672594761
区别,-10.129206725947608
两杯,-10.129206725947608
赶上,-10.129206725947608
越来越少,-10.129206725947608
必要,-10.129206725947608
一塌糊涂,-10.129206725947608
赠送,-10.129206725947608
说实话,-10.129206725947608
裂,-10.129206725947608
....,-10.129206725947608
女,-10.129206725947608
进,-10.129206725947608
球,-10.129206725947608
n,-10.129206725947608
越,-10.129206725947608
香肠,-10.129206725947608
每个,-10.129206725947608
胡萝卜,-10.129206725947608
炸酱面,-10.129206725947608
未,-10.129206725947608
一瓶,-10.129206725947608
马路,-10.129206725947608
评,-10.129206725947608
苍蝇,-10.129206725947608
就别,-10.129206725947608
商务,-10.129206725947608
简单,-10.129206725947608
样,-10.129206725947608
草,-10.129206725947608
太无语,-10.129206725947608
怪味,-10.129206725947608
逗我,-10.129206725947608
辣死,-10.129206725947608
炖肉,-10.129206725947608
图,-10.129206725947608
尽快,-10.129206725947608
自动,-10.129206725947608
变形,-10.129206725947608
气死人,-10.129206725947608
绿豆沙,-10.129206725947608
鸡排,-10.129206725947608
渣,-10.129206725947608
河粉,-10.129206725947608
柠檬茶,-10.129206725947606
红红火火,-10.129206725947606
曲奇,-10.129206725947606
身体,-10.129206725947606
多年,-10.129206725947606
辣子鸡,-10.129206725947606
咸淡,-10.129206725947606
放点,-10.129206725947606
一双,-10.129206725947606
菜色,-10.129206725947606
湘菜,-10.129206725947606
上火,-10.129206725947606
泡发,-10.129206725947606
只点,-10.129206725947606
顶,-10.129206725947606
中规中矩,-10.129206725947606
∠,-10.129206725947606
状况,-10.129206725947606
刚才,-10.129206725947606
这里,-10.129206725947606
下着雨,-10.129206725947606
完钱,-10.129206725947606
酱太多,-10.129206725947606
稀,-10.129206725947606
皮儿,-10.129206725947606
天热,-10.129206725947606
不太对,-10.129206725947606
地儿,-10.129206725947606
嘴唇,-10.129206725947606
宇宙速度,-10.129206725947606
发送,-10.129206725947606
豆子,-10.129206725947606
不合理,-10.129206725947606
趴,-10.129206725947606
美好,-10.129206725947606
协商,-10.129206725947606
我加,-10.129206725947606
放糖,-10.129206725947606
ok,-10.129206725947606
还放,-10.129206725947606
老客户,-10.129206725947606
白肉,-10.129206725947606
进门,-10.129206725947606
累,-10.129206725947606
多谢,-10.129206725947606
环境,-10.129206725947606
火,-10.129206725947606
凑够,-10.129206725947606
在意,-10.129206725947606
没话说,-10.129206725947606
好次,-10.129206725947606
要不然,-10.129206725947606
过敏,-10.129206725947606
05,-10.129206725947606
口袋,-10.129206725947606
惨不忍睹,-10.129206725947606
检查,-10.129206725947606
没错,-10.129206725947606
分别,-10.129206725947606
标签,-10.129206725947606
60,-10.129206725947606
适应,-10.129206725947606
人多,-10.129206725947606
慎重,-10.129206725947606
整份,-10.129206725947606
咖喱,-10.129206725947606
少太多,-10.129206725947606
完款,-10.129206725947606
宽粉,-10.129206725947606
烟头,-10.129206725947606
没事,-10.129206725947606
单上,-10.129206725947606
豆,-10.129206725947606
服气,-10.129206725947606
极致,-10.129206725947606
脑袋,-10.129206725947606
点击,-10.129206725947606
超小,-10.129206725947606
肉全,-10.129206725947606
冰,-10.129206725947606
透心凉,-10.129206725947606
连个,-10.129206725947606
面筋,-10.129206725947606
杏仁,-10.129206725947606
大米粥,-10.129206725947606
大块,-10.129206725947606
low,-10.129206725947606
能力,-10.129206725947606
事实,-10.129206725947606
十一点半,-10.129206725947606
买个,-10.129206725947606
33,-10.129206725947606
这时候,-10.129206725947606
99,-10.129206725947606
待,-10.129206725947606
23,-10.129206725947606
四五个,-10.129206725947606
快凉,-10.129206725947606
一把,-10.129206725947606
白色,-10.129206725947606
吼,-10.129206725947606
取得,-10.129206725947606
肚子疼,-10.129206725947606
本着,-10.129206725947606
行不行,-10.129206725947606
】,-10.129206725947606
【,-10.129206725947606
两分,-10.129206725947606
耍,-10.129206725947606
粗,-10.129206725947606
两公里,-10.129206725947606
槽,-10.129206725947606
处,-10.129206725947606
改名,-10.129206725947606
09,-10.129206725947606
删除,-10.129206725947606
全素,-10.129206725947606
交易,-10.129206725947606
附赠,-10.129206725947606
开店,-10.129206725947606
信心,-10.129206725947606
大门,-10.129206725947606
破店,-10.129206725947606
设计,-10.129206725947606
中饭,-10.129206725947606
土豆饼,-10.129206725947606
龟速,-10.129206725947606
竖,-10.129206725947606
是非,-10.129206725947606
第二回,-10.129206725947606
好难,-10.129206725947606
冰箱,-10.129206725947606
我勒个,-10.129206725947606
纸盒,-10.129206725947606
啤酒,-10.129206725947606
厘米,-10.129206725947606
十块钱,-10.129206725947606
商品,-10.129206725947606
蔫,-10.129206725947606
四十多,-10.129206725947606
豆腐汤,-10.129206725947606
节省时间,-10.129206725947606
烂掉,-10.129206725947606
牛炖,-10.129206725947606
挂掉,-10.129206725947606
查询,-10.129206725947606
无话可说,-10.129206725947606
熟透,-10.129206725947606
打印,-10.129206725947606
带里,-10.129206725947606
透透,-10.129206725947606
脑残,-10.129206725947606
次单,-10.129206725947606
速冻,-10.129206725947606
换来,-10.129206725947606
葱蒜,-10.129206725947606
肝,-10.129206725947606
过于,-10.129206725947606
抓饭,-10.129206725947606
大排,-10.129206725947606
排骨汤,-10.129206725947606
两包,-10.129206725947606
变味,-10.129206725947606
忍受,-10.129206725947606
家园,-10.129206725947606
梨,-10.129206725947606
雪,-10.129206725947606
提拉,-10.129206725947606
米苏,-10.129206725947606
烦死,-10.129206725947606
比较忙,-10.129206725947606
脖,-10.129206725947606
百叶,-10.129206725947606
真坑,-10.129206725947606
毛肚,-10.129206725947606
吃剩,-10.129206725947606
家人,-10.129206725947606
碎片,-10.129206725947606
找个,-10.129206725947606
小鸡,-10.129206725947606
血,-10.129206725947606
一道,-10.129206725947606
点到,-10.129206725947606
立刻,-10.129206725947606
餐费,-10.129206725947606
42,-10.129206725947606
咖啡杯,-10.129206725947606
红茶,-10.129206725947606
极少,-10.129206725947606
好长时间,-10.129206725947606
怎么弄,-10.129206725947606
消費者,-10.129206725947606
欺騙,-10.129206725947606
時候,-10.129206725947606
奶盖,-10.129206725947606
拿回去,-10.129206725947606
餐用,-10.129206725947606
说饭,-10.129206725947606
股,-10.129206725947606
干干的,-10.129206725947606
糟心,-10.129206725947606
不给力,-10.129206725947606
牙碜,-10.129206725947606
芥末,-10.129206725947606
混,-10.129206725947606
意式,-10.129206725947606
48,-10.129206725947606
本,-10.129206725947606
参加,-10.129206725947606
常识,-10.129206725947606
隔夜,-10.129206725947606
一味,-10.129206725947606
金针菇,-10.129206725947606
另加,-10.129206725947606
汉拿山,-10.129206725947606
喝汤,-10.129206725947606
不太热,-10.129206725947606
用时,-10.129206725947606
枞菌,-10.129206725947606
工,-10.129206725947606
毛发,-10.129206725947606
送水,-10.129206725947604
格外,-10.129206725947604
手抖,-10.129206725947604
投奔,-10.129206725947604
锅底,-10.129206725947604
锅仔,-10.129206725947604
大海,-10.129206725947604
豆腐皮,-10.129206725947604
空心菜,-10.129206725947604
挺准,-10.129206725947604
对路,-10.129206725947604
不太熟悉,-10.129206725947604
金桔,-10.129206725947604
迷恋,-10.129206725947604
敬业精神,-10.129206725947604
好几年,-10.129206725947604
冰饮,-10.129206725947604
茶类,-10.129206725947604
员赞,-10.129206725947604
别忘,-10.129206725947604
十万个,-10.129206725947604
每单,-10.129206725947604
元旦节,-10.129206725947604
小子,-10.129206725947604
盐岩,-10.129206725947604
爱喝,-10.129206725947604
养乐多,-10.129206725947604
超帅,-10.129206725947604
每,-10.129206725947604
买冰沙,-10.129206725947604
对不住,-10.129206725947604
下点,-10.129206725947604
芋圆,-10.129206725947604
出款,-10.129206725947604
岩岩,-10.129206725947604
太不容易,-10.129206725947604
浓情,-10.129206725947604
发给,-10.129206725947604
最牛,-10.129206725947604
最爱手,-10.129206725947604
榨,-10.129206725947604
破损,-10.129206725947604
换口味,-10.129206725947604
最给力,-10.129206725947604
好酸,-10.129206725947604
作死点,-10.129206725947604
点半糖,-10.129206725947604
赞不绝口,-10.129206725947604
员给力,-10.129206725947604
再大些,-10.129206725947604
飞过来,-10.129206725947604
礼品,-10.129206725947604
长得帅,-10.129206725947604
超给力,-10.129206725947604
捎,-10.129206725947604
好开心,-10.129206725947604
最大,-10.129206725947604
大半个,-10.129206725947604
❀,-10.129206725947604
⚘,-10.129206725947604
༵,-10.129206725947604
灰常好,-10.129206725947604
逗,-10.129206725947604
清凉,-10.129206725947604
足不出户,-10.129206725947604
赞滴,-10.129206725947604
少年,-10.129206725947604
灵活,-10.129206725947604
烫烫,-10.129206725947604
高效,-10.129206725947604
很多年,-10.129206725947604
比眉州,-10.129206725947604
更高,-10.129206725947604
辣度,-10.129206725947604
荷兰豆,-10.129206725947604
尽责,-10.129206725947604
zz,-10.129206725947604
鸡里,-10.129206725947604
囗,-10.129206725947604
入,-10.129206725947604
饭饭,-10.129206725947604
非要,-10.129206725947604
超有,-10.129206725947604
好帅,-10.129206725947604
端饭,-10.129206725947604
口香,-10.129206725947604
正式,-10.129206725947604
打广告,-10.129206725947604
军姿,-10.129206725947604
双手,-10.129206725947604
优谷,-10.129206725947604
透着,-10.129206725947604
墨镜,-10.129206725947604
汁少,-10.129206725947604
太值,-10.129206725947604
空运,-10.129206725947604
超酷,-10.129206725947604
好事,-10.129206725947604
体贴,-10.129206725947604
多多关照,-10.129206725947604
刀功,-10.129206725947604
元旦,-10.129206725947604
端的,-10.129206725947604
擂椒,-10.129206725947604
菜名,-10.129206725947604
烟笋,-10.129206725947604
湖南菜,-10.129206725947604
襄阳,-10.129206725947604
少个,-10.129206725947604
太爱,-10.129206725947604
人必,-10.129206725947604
餐员点,-10.129206725947604
台太便,-10.129206725947604
真香,-10.129206725947604
不出,-10.129206725947604
吃太辣,-10.129206725947604
选错,-10.129206725947604
低级,-10.129206725947604
勿要,-10.129206725947604
再犯,-10.129206725947604
好闲,-10.129206725947604
蛋花,-10.129206725947604
生疏,-10.129206725947604
酒酿,-10.129206725947604
手法,-10.129206725947604
偏辣,-10.129206725947604
天儿,-10.129206725947604
大冷,-10.129206725947604
堡里,-10.129206725947604
酱流,-10.129206725947604
除此以外,-10.129206725947604
阿邦,-10.129206725947604
鸡米,-10.129206725947604
圣代,-10.129206725947604
萦绕,-10.129206725947604
注意安全,-10.129206725947604
路滑,-10.129206725947604
球上,-10.129206725947604
涨工资,-10.129206725947604
务必,-10.129206725947604
幼稚,-10.129206725947604
看多,-10.129206725947604
叶良晨,-10.129206725947604
一枚,-10.129206725947604
庙用,-10.129206725947604
优惠价格,-10.129206725947604
养成,-10.129206725947604
韧性,-10.129206725947604
加新菜,-10.129206725947604
美女,-10.129206725947604
写成,-10.129206725947604
庙,-10.129206725947604
误解,-10.129206725947604
帮别人,-10.129206725947604
,-10.129206725947604
不太爽,-10.129206725947604
高级,-10.129206725947604
很酷,-10.129206725947604
个额,-10.129206725947604
提提,-10.129206725947604
范,-10.129206725947604
盐放少,-10.129206725947604
早早,-10.129206725947604
不顶,-10.129206725947604
早近,-10.129206725947604
略带,-10.129206725947604
小卷,-10.129206725947604
领导,-10.129206725947604
略太甜,-10.129206725947604
长点,-10.129206725947604
再配,-10.129206725947604
交给,-10.129206725947604
未来,-10.129206725947604
真足,-10.129206725947604
超足,-10.129206725947604
男朋友,-10.129206725947604
太香,-10.129206725947604
送上门,-10.129206725947604
肥而,-10.129206725947604
活过来,-10.129206725947604
用锡,-10.129206725947604
一如,-10.129206725947604
继往,-10.129206725947604
赛晓明,-10.129206725947604
超霆锋,-10.129206725947604
帅爆,-10.129206725947604
值班,-10.129206725947604
没糖,-10.129206725947604
麦香,-10.129206725947604
好量,-10.129206725947604
集中,-10.129206725947604
青春,-10.129206725947604
年轻人,-10.129206725947604
亟待,-10.129206725947604
不敢,-10.129206725947604
供参考,-10.129206725947604
美味可口,-10.129206725947604
受到好评,-10.129206725947604
早定,-10.129206725947604
毛驴,-10.129206725947604
骑着,-10.129206725947604
致敬,-10.129206725947604
高度评价,-10.129206725947604
停机,-10.129206725947604
餐太迟,-10.129206725947604
粥量,-10.129206725947604
卷料,-10.129206725947604
挺棒,-10.129206725947604
股豆,-10.129206725947604
成片,-10.129206725947604
太吊,-10.129206725947604
多味,-10.129206725947604
疲倦,-10.129206725947604
人民代表,-10.129206725947604
代表,-10.129206725947604
穷凶恶极,-10.129206725947604
真相,-10.129206725947604
共同富裕,-10.129206725947604
知情,-10.129206725947604
国家,-10.129206725947604
好吃懒做,-10.129206725947604
各行各业,-10.129206725947604
人民,-10.129206725947604
悬殊,-10.129206725947604
何时能,-10.129206725947604
位居,-10.129206725947604
高位,-10.129206725947604
社会,-10.129206725947604
贪污受贿,-10.129206725947604
底层,-10.129206725947604
毫不,-10.129206725947604
慢点儿,-10.129206725947604
快死了,-10.129206725947604
侥幸,-10.129206725947604
试着,-10.129206725947604
赌,-10.129206725947604
成分,-10.129206725947604
大胃,-10.129206725947604
汁水,-10.129206725947604
最赞,-10.129206725947604
几块钱,-10.129206725947604
肯能,-10.129206725947604
微甜,-10.129206725947604
哼哼哈哈,-10.129206725947604
门外,-10.129206725947604
北医,-10.129206725947604
皮能,-10.129206725947604
比饼,-10.129206725947604
订大份,-10.129206725947604
差点儿,-10.129206725947604
家常饭,-10.129206725947604
浮生若梦,-10.129206725947604
NextDay,-10.129206725947604
端午,-10.129206725947604
恋恋,-10.129206725947604
风尘,-10.129206725947604
一日,-10.129206725947604
配备,-10.129206725947604
酱少放,-10.129206725947604
10000000000000,-10.129206725947604
餐太快,-10.129206725947604
个京酱,-10.129206725947604
一滴,-10.129206725947604
份卷,-10.129206725947604
琢磨,-10.129206725947604
蒜泥,-10.129206725947604
第四天,-10.129206725947604
茬,-10.129206725947604
π,-10.129206725947604
小腿,-10.129206725947604
发达,-10.129206725947604
味道鲜美,-10.129206725947604
不大够,-10.129206725947604
名称,-10.129206725947604
