word,sopmi
，一拿,-14.773585455120646
酱紫。,-14.773585455120646
。。。。太多。。。。,-14.773585455120646
在那里,-14.773585455120646
春,-14.773585455120646
切碎,-14.773585455120642
懒,-14.773585455120642
粽子,-14.773585455120642
无人,-14.773585455120642
使,-14.773585455120635
毛肚,-14.773585455120635
保鲜膜,-14.773585455120635
肉丝。。。,-14.773585455120632
欺客,-14.773585455120632
缩水,-14.761512622820057
看到,-14.754133092454467
黄焖鸡,-14.729803763092743
串,-14.72354477262105
同样,-14.716658387035814
布丁,-14.691123294928687
能说,-14.691123294928687
，凉皮,-14.691123294928687
接听,-14.69112329492868
柠檬味,-14.69112329492868
虾米皮,-14.69112329492868
这玩意,-14.69112329492868
，卷,-14.691123294928676
羊肉,-14.691123294928673
碟,-14.691123294928673
六分之一,-14.691123294928673
脏乱差,-14.691123294928673
奶,-14.691123294928673
折离,-14.691123294928673
10片,-14.691123294928673
收回,-14.691123294928673
跑腿儿,-14.691123294928673
直视,-14.691123294928673
7月7日,-14.691123294928673
汤汤,-14.691123294928673
沙拉、,-14.691123294928673
脸色,-14.691123294928673
弄脏,-14.691123294928673
脑袋,-14.69112329492867
！！！！！！！！,-14.69112329492867
方面,-14.691123294928664
湘菜,-14.691123294928662
包装，,-14.691123294928662
订饭,-14.691123294928662
知,-14.691123294928662
都一样,-14.691123294928662
名气,-14.691123294928662
软化,-14.691123294928662
交代,-14.691123294928659
134分钟,-14.691123294928659
搭配,-14.648054573036791
过分,-14.646035405400124
尊重,-14.61312078292741
日期,-14.613120782927403
辣椒卷饼,-14.613120782927403
路牌,-14.613120782927403
啥子,-14.613120782927403
蕨菜干，,-14.613120782927403
鱼豆腐,-14.6131207829274
乎乎,-14.6131207829274
。遂,-14.6131207829274
10:26,-14.6131207829274
失联,-14.6131207829274
土豆肉丝卷,-14.613120782927396
致敬,-14.613120782927396
关,-14.613120782927396
12点20,-14.613120782927396
劝,-14.613120782927396
恶略,-14.613120782927396
醋溜土豆丝,-14.613120782927396
半拉玉,-14.613120782927396
小心,-14.613120782927393
拍照,-14.613120782927393
8分钟,-14.613120782927393
驼,-14.613120782927385
挨着,-14.613120782927385
煎饺,-14.613120782927385
限制,-14.613120782927385
咖喱,-14.598013890537189
如何,-14.565592412844815
腥,-14.539120201483634
碎头！！,-14.539120201483627
。花钱买次教训！,-14.539120201483627
一整盒,-14.539120201483627
半荤三个,-14.539120201483627
拎着,-14.539120201483627
～坑,-14.539120201483627
往下,-14.539120201483623
，明明,-14.539120201483623
无用,-14.539120201483623
肉……,-14.539120201483623
浓缩，备注,-14.539120201483623
豆包？,-14.539120201483623
松懈,-14.539120201483623
配餐员,-14.539120201483623
酱？,-14.53912020148362
不符合,-14.53912020148362
鞠躬,-14.53912020148362
汉堡王,-14.53912020148362
2分,-14.539120201483616
下课,-14.539120201483609
之,-14.491453767853306
多次,-14.482536673117252
烧饼,-14.46873087359224
排队,-14.468730873592236
40.05元,-14.468730873592229
200多块,-14.468730873592229
凉皮……,-14.468730873592229
红烧鲫鱼,-14.468730873592229
半素,-14.468730873592229
欣慰,-14.468730873592229
鱿鱼拌饭,-14.468730873592229
成都小吃,-14.468730873592225
9点40,-14.468730873592225
空间,-14.468730873592225
，大厨,-14.468730873592225
5只,-14.468730873592225
五十多块,-14.468730873592225
，肉少。,-14.468730873592222
切,-14.468730873592222
气受,-14.468730873592222
罪,-14.468730873592222
快送餐员！！！！,-14.468730873592222
豆芽，,-14.468730873592222
醉死,-14.468730873592222
笋子,-14.468730873592222
大厨,-14.468730873592218
！真,-14.468730873592218
鱼丸,-14.468730873592218
参考,-14.46873087359221
辣酱面,-14.46873087359221
不再,-14.465119620039843
11:30,-14.4616414488059
1.5个小时,-14.450115195424882
诚信,-14.442258662231039
100多分钟,-14.439584527932718
要不要,-14.401616677733703
刀,-14.401616677733692
！郁闷,-14.401616677733692
8分,-14.401616677733692
吐吐,-14.401616677733692
作呕,-14.401616677733692
明细,-14.401616677733692
麻辣豆腐！,-14.401616677733692
！麻烦,-14.401616677733692
大锅,-14.401616677733692
云,-14.401616677733692
丝，,-14.401616677733688
11点30,-14.401616677733688
，辣椒,-14.401616677733688
楼梯口,-14.401616677733685
包装纸,-14.401616677733685
太生，沙拉,-14.401616677733685
冰袋,-14.401616677733685
下没,-14.401616677733685
眼睛,-14.401616677733678
牌子,-14.401616677733678
馒头,-14.381268032341882
煎,-14.337486340313983
正能量饼,-14.33748634031398
没收拾,-14.33748634031398
材料,-14.337486340313976
看见,-14.337486340313973
最后一刻,-14.337486340313973
。蛋,-14.337486340313973
汤！！！,-14.337486340313973
杆儿,-14.337486340313973
牛肉水饺，,-14.337486340313973
2：汤,-14.337486340313973
凉皮难吃至极佐料,-14.337486340313973
边上,-14.33748634031397
酱油，,-14.33748634031397
腿,-14.33748634031397
安检,-14.33748634031397
小米粥，,-14.33748634031397
粘住,-14.33748634031397
附,-14.33748634031397
？！卧槽,-14.33748634031397
。米。,-14.33748634031397
土豆炖肉,-14.33748634031397
鸡肉，,-14.337486340313962
酸豆角肉末,-14.337486340313962
10点半,-14.328553215543963
没关系,-14.316727780147179
，光送餐员（177xxxx0056）,-14.276085795649827
赶到,-14.276085795649827
着急别定,-14.276085795649827
就叫,-14.276085795649827
菜，豆腐,-14.276085795649827
30号晚,-14.276085795649827
，大哥,-14.276085795649827
1片,-14.276085795649827
这回,-14.276085795649823
冲着,-14.276085795649823
极差！,-14.276085795649823
13:15,-14.276085795649823
狮子头，,-14.276085795649823
傻眼,-14.276085795649823
识字,-14.27608579564982
勾魂,-14.27608579564982
星冰乐,-14.237532554880431
明天,-14.235928669177841
请问,-14.22633276045272
苦,-14.223618375755692
拜拜…,-14.217192106596265
贴心。,-14.217192106596265
雪梨,-14.217192106596265
单个,-14.217192106596265
咖喱鸡肉！,-14.217192106596265
前几天,-14.217192106596261
精力,-14.217192106596258
抓紧,-14.217192106596258
送价。,-14.217192106596258
饺子，饺子馅,-14.217192106596258
一大把,-14.217192106596258
反聩,-14.217192106596258
肥牛石锅拌饭，,-14.217192106596258
一度,-14.21719210659625
，差评！,-14.217192106596247
第一，,-14.217192106596247
四点半,-14.217192106596247
1点半,-14.198083283648556
小炒肉,-14.179224256397234
[,-14.160608578229905
当面对质,-14.160608578229905
血，,-14.160608578229905
心酸,-14.160608578229894
葱花香菜,-14.160608578229894
，付,-14.16060857822989
问一下,-14.16060857822989
吃差,-14.16060857822989
很跩,-14.16060857822989
差评差评！,-14.16060857822989
纤维,-14.16060857822989
目的,-14.16060857822989
红烧排骨，,-14.16060857822989
乱写,-14.160608578229883
达到,-14.16060857822988
？！！！,-14.16060857822988
大圈,-14.16060857822988
铺,-14.16060857822988
五道口,-14.146802778704865
单，,-14.111387629356411
积极,-14.106160794207529
三鲜饺子,-14.106160794207518
义无反顾,-14.106160794207518
过头,-14.106160794207515
9  块,-14.106160794207515
1，,-14.106160794207515
2只,-14.106160794207515
眼科,-14.106160794207515
项目,-14.106160794207515
特异,-14.106160794207515
。无语，,-14.106160794207515
眉州东坡,-14.106160794207511
干嘛,-14.106160794207508
尽量,-14.106160794207508
勒,-14.106160794207508
气愤,-14.106160794207508
大，,-14.089866986866857
错误,-14.065189013151205
任何,-14.057378421121246
三杯,-14.053693374313394
密封,-14.05369337431339
小方盒,-14.05369337431338
@,-14.05369337431338
见赖,-14.05369337431338
，弄错,-14.05369337431338
次快,-14.05369337431338
上两个小时,-14.05369337431338
。坨成一团,-14.05369337431338
渣,-14.053693374313376
记录,-14.053693374313376
，气,-14.053693374313372
表达,-14.053693374313372
五花肉拌饭,-14.053693374313365
显示,-14.039046598348975
理直气壮,-14.003067301243426
臭味,-14.003067301243412
，物美价廉，,-14.003067301243412
牛炖！,-14.003067301243412
至多,-14.003067301243412
晚上9点10,-14.003067301243412
初期,-14.003067301243412
拒接,-14.003067301243409
沙拉，,-14.003067301243405
！！！！！！！！！！！！,-14.003067301243398
谈,-13.985184596383089
太柴了，,-13.954157700762472
蛰头,-13.954157700762472
白米线。,-13.954157700762472
三个人,-13.954157700762469
不怕,-13.954157700762469
！餐,-13.954157700762469
没错,-13.954157700762465
一次两次,-13.954157700762458
一個,-13.954157700762456
15元,-13.954157700762455
点评,-13.954157700762455
全都,-13.9528323032959
店铺,-13.906851985984122
清华,-13.906851985984112
坑！慎重吧！！！！！,-13.906851985984112
6点22,-13.906851985984112
，送晚送少,-13.906851985984112
通畅,-13.906851985984112
红烧排骨,-13.906851985984112
撤出,-13.906851985984108
全融化,-13.906851985984108
诚恳,-13.906851985984101
结算,-13.906851985984094
秘书,-13.906851985984094
倒,-13.901690280868328
十一点半,-13.883768372871053
。死,-13.861048296370988
小利，,-13.861048296370988
百度外卖！,-13.861048296370985
冷餐,-13.861048296370985
泡馍,-13.861048296370974
舍不得,-13.86104829637097
，差,-13.847242496845958
冬天,-13.82704578285913
去掉,-13.816654177012538
一塌糊涂,-13.81665417701253
所以说,-13.81665417701253
，法式焦糖布丁，,-13.81665417701253
自个儿,-13.81665417701253
很可口,-13.81665417701253
地三鲜，油油油,-13.81665417701253
1：,-13.81665417701253
饶人处,-13.81665417701253
三更,-13.81665417701253
花生米,-13.816654177012527
两张,-13.816654177012524
辣！,-13.81665417701252
中规,-13.81665417701252
尖椒土豆丝,-13.816654177012516
状况,-13.773585455120646
冲！,-13.773585455120646
，特意凑,-13.773585455120646
大包盒,-13.773585455120646
2.5公里,-13.773585455120646
开机,-13.773585455120646
半夜,-13.773585455120646
，卧槽，,-13.773585455120646
实话,-13.773585455120642
中途,-13.773585455120639
转,-13.731765279426028
，端,-13.731765279426021
肘子卷饼，肥肉,-13.731765279426021
令人失望,-13.731765279426021
鳃,-13.731765279426021
几年,-13.731765279426021
实说,-13.731765279426018
欺诈,-13.731765279426018
四五片,-13.731765279426018
饶人,-13.731765279426018
矩。,-13.731765279426007
形象,-13.69112329492868
日,-13.691123294928676
神经病,-13.691123294928673
糟烂,-13.691123294928673
不佳,-13.691123294928673
6点20,-13.691123294928673
剩饭,-13.691123294928671
大厦,-13.69112329492867
窝火,-13.691123294928662
三个,-13.655898511768733
么，卤蛋,-13.651594930742043
‵,-13.651594930742043
鱿鱼条,-13.651594930742043
3月28号,-13.651594930742036
道儿，,-13.651594930742036
赔,-13.651594930742032
官方,-13.651594930742032
，钱,-13.651594930742029
想来,-13.651594930742025
菠菜,-13.61312078292741
水,-13.613120782927405
′,-13.613120782927403
圆盒,-13.6131207829274
角落,-13.6131207829274
评价单,-13.613120782927396
！巨难吃！巨难吃！,-13.575646077508743
20多,-13.575646077508736
饮食,-13.575646077508736
，一夹,-13.575646077508736
150,-13.575646077508736
告诉他,-13.575646077508722
第二,-13.568726663568953
麻辣香锅？？？,-13.539120201483623
四杯,-13.539120201483623
最最,-13.539120201483623
重油重辣，烧饼,-13.539120201483623
凉可可,-13.53912020148362
像样,-13.53912020148362
清点,-13.539120201483616
拜托,-13.534618809248688
～关东煮,-13.503496291752903
。压锅排骨油豆角,-13.503496291752903
陷,-13.503496291752896
香菇鸡肉，,-13.468730873592225
既不,-13.468730873592222
存在,-13.468730873592218
鬼，,-13.46873087359221
招人,-13.434783541668885
拿出来,-13.434783541668885
，饺子坨,-13.434783541668885
菜丰富！,-13.434783541668885
5种,-13.434783541668885
认出,-13.434783541668885
虚心,-13.434783541668885
在路上,-13.42725423761608
鬼？,-13.401616677733692
欺客，,-13.401616677733692
差！差！差！,-13.401616677733685
推卸责任,-13.401616677733678
恨,-13.401616677733674
声,-13.401616677733674
想说,-13.394097879314344
互联网+,-13.369195200041311
妈蛋！！！！,-13.369195200041311
始终,-13.369195200041307
山药砂锅粥,-13.369195200041307
网站,-13.337486340313987
、定,-13.337486340313973
懒散,-13.337486340313973
要命，卤蛋,-13.337486340313973
换来,-13.33748634031397
11点14,-13.337486340313959
近,-13.316727780147177
前一天,-13.30645944469336
外送,-13.306459444693353
没赶,-13.306459444693349
差一,-13.306459444693349
八点十五,-13.283038556291594
外賣,-13.272333660788721
给予,-13.263911081703714
打脸,-13.246338452255774
职业,-13.246338452255767
12点14,-13.246338452255763
36块,-13.246338452255763
活,-13.22080336014864
叼,-13.217192106596258
13点10分,-13.21719210659625
补送,-13.190719895235075
字样,-13.188622954399492
水盆羊肉，凉皮,-13.188622954399488
三十多,-13.188622954399474
约定,-13.17096908983562
淡,-13.16472468670211
细致,-13.160608578229901
之所以,-13.160608578229901
12:53,-13.160608578229894
烟,-13.160608578229883
十点五,-13.133127841807774
，拌饭,-13.124082702204792
几乎,-13.124082702204777
屌样，呸,-13.106160794207515
汪汪,-13.106160794207515
十定,-13.106160794207508
说退,-13.079688582846327
几元,-13.079688582846327
掉,-13.0764047270603
有点像,-13.05369337431338
发热,-13.05369337431338
样子,-13.053693374313374
告知,-13.036619860954444
10:30,-13.028158282206235
梁骨,-13.003067301243412
看不见,-13.003067301243405
面饼,-12.990683576787589
，装,-12.978405247009132
就问,-12.978405247009132
排骨豆角,-12.96865727045758
噩梦,-12.954157700762469
相当,-12.954157700762465
享受,-12.954157700762462
三遍,-12.954157700762458
资源,-12.9303109588081
牛蛙肉,-12.9303109588081
3星吧，勉强及格吧。,-12.9303109588081
强烈不满,-12.930310958808096
车子,-12.93031095880809
款,-12.928162492229522
消息,-12.906851985984108
北科,-12.906851985984098
得罪,-12.906851985984094
就是要,-12.883768372871064
骑手,-12.883768372871057
由于,-12.865152694703717
中规中矩,-12.838680483342536
一到,-12.838680483342529
售后,-12.8258154138932
路线,-12.824874683817495
放菜吧！,-12.81665417701253
送应该,-12.81665417701253
东南西北,-12.816654177012527
岁数,-12.81665417701252
1,-12.809534137683011
馅料,-12.802154607317418
青,-12.794959105913215
欺骗,-12.784232699320164
苹果汁,-12.773585455120646
做出,-12.752523839592826
研发,-12.752523839592818
3’,-12.752523839592815
穿,-12.752523839592815
空,-12.752523839592811
自欺欺人,-12.745571078951048
至于,-12.714691766067073
推脱,-12.671223737490958
光彩,-12.652009796321
一地,-12.651594930742032
本身,-12.646035405400134
糖精,-12.632229605875104
加水,-12.6131207829274
开眼,-12.6131207829274
原本,-12.613120782927385
费,-12.606234397342156
丢,-12.584923891096754
艹型,-12.575646077508736
设计,-12.542731455035991
图,-12.539120201483616
2、飘香肘子卷饼,-12.52119829348636
“奶茶,-12.52119829348636
4个,-12.503496291752903
数字,-12.5034962917529
后果,-12.5034962917529
肥,-12.497643565507463
略,-12.494726082125169
甚至,-12.486008865024065
隐藏,-12.486008865024061
去哪儿,-12.486008865024058
这事儿,-12.45165736023327
不退,-12.418104800522247
何时,-12.385314865404577
特么,-12.344691642668861
一片片,-12.261135454183854
土豆丝,-12.253717982621374
。饼,-12.253717982621371
红点,-12.231691676291376
防水纸,-12.188622954399492
手,-12.186856028225304
也好,-12.028158282206242
第三次,-12.02722116295218
，节省,-12.015558245426611
马,-12.003067301243416
吗,-11.9636231218674
商场,-11.954157700762469
理由,-11.935048877814756
水吧,-11.906851985984108
土豆肉丝卷饼,-11.899116337204493
尝试,-11.897574172396105
煮,-11.897574172396098
调,-11.861048296370974
对待,-11.86104829637097
刚好,-11.831761069402743
哭,-11.816654177012534
业务,-11.797353621053592
大桶,-11.701176959592594
不定,-11.6907934983697
喽，,-11.638655875034534
鸭头,-11.59426175567608
老,-11.561840277983706
不管,-11.468730873592225
其它,-11.468730873592223
变成,-11.462304604432793
土豆肉丝,-11.401616677733688
能不能,-11.369195200041306
自取,-11.24633845225577
简直,-11.22868774543409
10元,-11.13312784180778
太多,-10.821263430265113
饿死,-10.772407263923364
糊弄,-10.762233790063718
千万,-10.734767767587538
脆,-10.717118503461627
化,-10.682414565092746
玩意,-10.66197694926915
行,-10.661375951534627
这么,-10.580346689080077
一块,-10.570661782523214
说完,-10.553278264480284
真是,-10.548782682462488
地址,-10.510551049286851
必须,-10.472483008453334
人家,-10.435973274380325
最,-10.426333504434847
一口,-10.38711710803857
强烈,-10.380690838879133
肚子,-10.136155534505356
清淡,-10.129729265345922
缘故,-10.105326142728703
超时,-10.074177796378471
且,-10.073145736979534
嫩,-10.012216738337216
一分钱,-10.002878873757883
居然,-9.984746020595885
满分,-9.924410357368416
！！！！！,-9.836370322655322
看起来,-9.81665417701253
涨,-9.805765860869794
承担,-9.614307697877837
失望,-9.612466351053666
毛病,-9.51195140219134
白粥,-9.494726082125172
催单,-9.451080166770533
令人,-9.402641683134462
不值,-9.369458983017935
一包,-9.1288808707076
差评,-9.099545609797847
根本,-9.087909089651284
一次,-9.055790315148961
一个多小时,-8.983355341333759
本,-8.794923038086337
找不到,-8.468153680129475
图片,-8.421332823376487
可怜,-8.331781238398188
就算,-8.299077073325483
太太,-8.255159956795275
隔,-8.167287200769941
从来没有,-8.158298417542698
按,-8.121772541517576
跟,-8.09047160371911
难,-8.051383213626174
一分钟,-8.036042667491696
极,-7.965653339600291
可怜。米饭,-7.944894779433497
等待,-7.858044365513701
饱。,-7.815829544214498
丝,-7.778884827994565
弄得,-7.743260918263836
不行,-7.672294396909708
这样,-7.358811738818424
唉,-7.350249725315006
实在,-7.314170222556186
海带丝,-7.298805872149906
建议,-7.251407821934167
土豆,-7.215750132422354
在一起,-7.17354337348063
只有,-7.158298417542692
道歉,-7.137104195273572
竟然,-7.058762743991778
儿童餐,-7.019592146711108
不耐烦,-7.016942568297139
全,-6.986354248463726
方式,-6.979328276497368
太,-6.972872554260345
半价,-6.965412267657065
一小方块,-6.93088792143962
像,-6.913185919706155
钱,-6.901942634248954
哎,-6.876989840240002
餐,-6.876865100883384
一,-6.862854244156015
为什么,-6.813650246155252
下楼,-6.713266177966009
咨询,-6.664189347272647
馅,-6.636838859127705
吃饭,-6.626152615264985
差不多,-6.617253033351741
一看,-6.585713298296932
早知道,-6.5275322272084075
第一次,-6.520768306292894
只,-6.461974807873823
餐具,-6.443700636404925
3分钟,-6.42133282337649
成,-6.421332823376488
语气,-6.3599322787123285
接近,-6.328223418985004
流,-6.30548449468996
最近,-6.251407821934169
），,-6.1774072404904
小票,-6.168680436069806
过,-6.054941033039366
无语,-6.017519761759893
傻,-6.006295324097646
12点29点,-6.006295324097639
没问题,-5.973873846405265
不要,-5.973266523710176
那么,-5.9712999027414355
硬,-5.961901204739188
海带,-5.951847540075271
”，,-5.903232277051398
1两,-5.790566633042207
他们,-5.768028823412788
也是,-5.740586783965526
？,-5.734576684211419
取消,-5.721486684770975
员工,-5.710839440571467
碰到,-5.694351317782905
黑,-5.688813134241471
而且,-5.654539767600188
完全,-5.652714027940185
股,-5.6322296058750965
尤其,-5.591257824818799
装,-5.561263084520947
烂掉,-5.468638538154838
女,-5.447805034737678
更,-5.443700636404934
很早,-5.421332823376492
前天,-5.421332823376492
错,-5.414906554217051
能够,-5.406225930986281
客服,-5.3851592108230015
第一,-5.366191269184009
多下,-5.359932278712346
开,-5.264035430261908
塞,-5.25140782193418
300米,-5.25140782193418
外卖员,-5.251407821934167
做生意,-5.205604132321049
无比,-5.158298417542689
餐厅,-5.10678425885472
小学生,-5.058762743991785
，排骨汤,-5.058762743991778
2个半小时,-5.0587627439917675
（,-5.013248084739407
就餐,-5.006295324097641
9点,-4.998410938812192
，连,-4.990947359764196
米线,-4.96600560307192
关东煮太尼玛,-4.951847540075271
大约,-4.942569726487246
吧，,-4.933231861907913
绝对,-4.911557819049552
一句,-4.904252794936145
不会,-4.9027577199892285
咸，齁咸，,-4.895264011708903
后来,-4.874338172854346
底,-4.853443836014275
找,-4.837548513852614
喊,-4.836370322655323
鱿鱼,-4.836370322655316
好在,-4.795728338157982
下饭,-4.774969777991188
绕道,-4.774969777991178
质量,-4.763306860465605
杯,-4.743260918263839
做,-4.732730250771677
25分钟,-4.710839440571469
饮料,-4.707450842323313
掺,-4.694351317782903
一天,-4.694351317782894
于,-4.677672576636265
湿透,-4.653506265505516
推,-4.643725244712936
香肠,-4.643725244712936
第二单,-4.643725244712925
，别,-4.643725244712922
呵呵,-4.616758197112665
盒饭,-4.613977901318886
店,-4.584831555659365
加多宝！,-4.573335916821534
。。。，,-4.573335916821531
岂,-4.573335916821531
欺人,-4.573335916821524
提升,-4.5588363471264195
来,-4.5285318826880925
忽悠,-4.524586785173515
后,-4.517257243375019
——,-4.499335335377765
慢，闲,-4.491722151267883
新鲜,-4.473800243270624
专门,-4.473800243270624
春卷,-4.47380024327062
认识,-4.471778245685396
实,-4.456415282531932
肯德基,-4.421332823376492
慢，,-4.421332823376485
优化,-4.421332823376478
宇宙卷饼，送餐,-4.421332823376471
确定,-4.421332823376469
太忙,-4.403410915379222
韭菜,-4.402717145209136
恶劣,-4.389461048506867
，头一次,-4.366885039354106
接线员,-4.366885039354104
还没有,-4.353506009552911
现,-4.348269361186764
做法,-4.338870663184512
高度,-4.338870663184512
蕨菜,-4.338870663184512
13点16,-4.310301510987745
今天,-4.289111889156569
两次,-4.277880033295361
外面,-4.261391910506795
外,-4.254830160236317
胃口,-4.251407821934171
鸡柳，,-4.251407821934162
什么,-4.230279400193854
差差差,-4.1900072772700305
零个,-4.171973354439764
肉汁,-4.158298417542692
，离,-4.158298417542692
饭量,-4.158298417542687
怎,-4.158298417542678
那个,-4.1323032090097485
催餐,-4.125876939850315
错，,-4.116478241848068
一样,-4.113904298184247
好久,-4.113760021466186
不差,-4.0994047284891195
干脆,-4.099404728489109
支付,-4.081482820491852
退单,-4.058762743991782
凉面,-4.058762743991764
因为,-4.032767535458829
很,-4.017576713406388
。奶油汤清汤寡水,-4.01694256829715
麻辣烫,-4.006295324097643
为主,-4.004314959969406
啥,-3.988373416100382
盐，梅干菜扣肉,-3.98837341610038
！明明保安,-3.9883734161003783
环节,-3.9793282764973696
餐品,-3.9738738464052616
没,-3.95691435348564
搞笑,-3.9518475400752706
小炒肉，,-3.951847540075267
五花肉石锅拌饭,-3.951847540075267
生面,-3.9518475400752653
坑人！比,-3.9518475400752635
银耳,-3.95184754007526
原来,-3.935905996206243
14点,-3.935631954028402
恐怕,-3.8952640117089032
犹豫,-3.883676037433677
90多分钟,-3.871994232386051
夹生,-3.8363703226553376
熟量,-3.836370322655334
黏,-3.8363703226553323
料,-3.8363703226553287
荤菜,-3.8363703226553234
12,-3.83637032265532
呜,-3.8363703226553145
荤菜杏鲍菇,-3.8283330035899112
你们,-3.8078011704585624
疼,-3.8078011704585606
不少,-3.7919762032968745
没用,-3.74326091826385
垃圾,-3.743260918263843
一点,-3.739481211854617
剩,-3.7343277934938346
找零往,-3.710839440571476
南瓜粥，,-3.7108394405714726
T,-3.7108394405714726
三个多小时,-3.710839440571469
。。。水煮牛肉,-3.710839440571469
酸,-3.689649818740296
不爽,-3.688813134241469
能带,-3.6843672292102774
信息,-3.6843672292102685
怎样,-3.666445321213022
喝,-3.6519457515179
包装费,-3.6437252447129254
是因为,-3.638430945043405
那么多,-3.6299194451879018
绝大多数,-3.6299194451879018
不,-3.6174124451128122
水准,-3.6139779013188793
一个卷,-3.5733359168215415
原价,-3.5733359168215415
，慎点，巧手大拌菜,-3.5733359168215415
～量,-3.573335916821538
特地,-3.573335916821538
焖面,-3.573335916821531
脑，,-3.573335916821531
从前,-3.573335916821531
！！！！！！,-3.573335916821531
更多,-3.5733359168215237
难道,-3.558836347126423
窝笋肉片,-3.516111048128586
实体店,-3.5144422277679634
大厅,-3.5109700358611615
吃吃,-3.499335335377765
水煮,-3.499335335377765
小雨,-3.4993353353777543
取出,-3.4993353353777543
两块,-3.480226512430061
筷子,-3.480226512430054
真,-3.4783582016114387
手上,-3.4738002432706043
还尼玛,-3.4608611875631254
下去,-3.4537543010688587
，披萨饼,-3.4440528998765636
16元,-3.421332823376492
实际上,-3.421332823376492
5折,-3.4213328233764884
40多分钟,-3.4213328233764866
天冷,-3.421332823376485
周末,-3.421332823376485
十一点半点,-3.421332823376485
一瓶,-3.4213328233764813
几百米,-3.4213328233764777
给,-3.4152382591722024
查,-3.4034109153792294
儿,-3.4034109153792205
监督,-3.398249210263444
三分之一,-3.380690838879147
而已,-3.38069083887914
数,-3.380690838879122
底下,-3.3769387040180447
余温,-3.37693870401802
比,-3.36724028921207
一半,-3.3615907396845994
不尼玛,-3.3509434954850903
去年,-3.3509434954850814
员,-3.3473322419327065
。。,-3.3362967195206856
俩,-3.328223418985001
瘦子,-3.3217971498255707
不好意思,-3.3217971498255636
接电话,-3.3217971498255583
39,-3.3020338950041364
凉,-3.289474710864411
劳资,-3.2788885583562752
留,-3.2775973459150265
哪里,-3.2769429140412853
期间,-3.257054385075314
肉丁,-3.251407821934176
羊肉泡馍,-3.251407821934176
肉末酸豆角，,-3.2514078219341727
，路边煎饼,-3.2514078219341727
土豆块,-3.2514078219341727
一向,-3.251407821934169
想吐,-3.251407821934169
一个劲儿,-3.251407821934169
4份,-3.251407821934169
拉,-3.2514078219341656
榴莲,-3.251407821934162
承诺,-3.2514078219341584
再,-3.2220584084946218
贵,-3.2209667083700335
发票,-3.198940402040037
行业,-3.1989404020400336
真心,-3.1921618694089737
剁椒鸡蛋,-3.1900072772700163
么,-3.188545230677658
担心,-3.1689456617422067
意面,-3.158298417542685
厨师,-3.151872148383255
特别,-3.151444124296173
幸亏,-3.125876939850322
制度,-3.1258769398503112
付款,-3.112004765268738
极少,-3.1093888170617348
品质,-3.101831465883663
一般,-3.1014554680538815
打碎,-3.0587627439917853
刚刚好,-3.058762743991778
滴滴,-3.058762743991778
，腊肉,-3.058762743991778
抱着,-3.0587627439917746
在乎,-3.0587627439917746
状态,-3.0587627439917746
不配,-3.03567913087873
发送,-3.029015400597718
这块,-3.016942568297143
忙，,-3.006295324097646
破,-2.9883734161003837
离谱,-2.9883734161003837
添加,-2.9883734161003765
至少,-2.9883734161003623
打电话,-2.9787308342262087
损失,-2.9751980273526435
豆腐丝,-2.973873846405258
送来,-2.97105883079821
准确,-2.9676148559335846
25,-2.961901204739192
我们,-2.9592270704408676
没劲,-2.959227070440857
脑太难,-2.9518475400752706
再次,-2.9359059962062375
山药,-2.929479727046825
状元,-2.9294797270468216
正一味，,-2.9294797270468074
五六分钟,-2.929479727046804
……,-2.925375328714072
奥尔良鸡排,-2.9204345874438005
恼怒,-2.914372834656607
十次,-2.9143728346566036
接,-2.9109596390760153
好奇怪,-2.903484518513867
骗子,-2.9005006600750427
一团,-2.8952640117088926
巨款,-2.87943904454721
所,-2.868079182382669
别,-2.8526641299959685
不好,-2.8494603220957693
两片,-2.8455888526847097
宏,-2.836370322655341
侥幸,-2.8363703226553376
漏送,-2.8363703226553376
菜份,-2.836370322655334
过量,-2.836370322655334
麻酱,-2.836370322655334
蒸馏水,-2.836370322655334
70多分钟,-2.836370322655334
10点15,-2.8363703226553305
妥妥,-2.8363703226553305
农家,-2.8363703226553305
只要,-2.8363703226553305
隔着,-2.8363703226553305
孜然鸡丁,-2.8363703226553305
六点半,-2.8363703226553305
稀饭,-2.8363703226553287
标注,-2.836370322655327
两分钟,-2.836370322655325
一盒,-2.8363703226553234
米粉,-2.8363703226553234
，派,-2.8363703226553163
张嘴,-2.8108352305481965
汤,-2.810375114122383
只能,-2.8079177471658916
再说,-2.8034557001825853
梅干菜扣肉,-2.7957283381579927
工资,-2.795728338157989
真够,-2.7957283381579785
不要吃,-2.7919762032968833
13点,-2.7797867942889614
皮蛋瘦肉粥，,-2.7786548247990375
13:00,-2.7749697779911866
鸡片,-2.772644725044941
外卖,-2.767942511097214
晚，,-2.765980994763922
五分钟,-2.7623697412115504
太忙，,-2.753908162463361
电，,-2.753908162463354
大门,-2.7539081624633486
其他人,-2.751777375012768
遂,-2.7417334485172553
可怜巴巴,-2.7368346491044164
黄瓜,-2.7368346491044093
45分钟,-2.732534511670794
领,-2.7294551187388123
小，,-2.7253390102665733
啦,-2.721727756714202
领取,-2.720893105235394
惋惜,-2.710839440571476
南瓜饼。,-2.7108394405714744
